AADFYear,CP,Estimation_method,Estimation_method_detailed,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_km,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
"2009","60075","Estimated","Estimated using previous year's AADF on this link","North East","Redcar and Cleveland","A171","PA","471000","511820","LA Boundary","A173","15.10","9.38000000000000000","16","204","7354","49","1065","200","40","19","12","44","34","349","9021"
"2009","60084","Counted","Manual count","North East","Middlesbrough","A1085","PA","450560","519274","A172","A66",".40",".25000000000000000","299","83","19803","67","2383","158","29","18","7","8","2","222","22558"
"2009","70007","Estimated","Estimated using previous year's AADF on this link","North East","Stockton-on-Tees","A66","TA","446150","518380","A1130","end of non-DBFO","1.00",".62000000000000000","5","239","49639","302","7593","878","325","290","84","302","563","2442","60215"
"2009","70041","Estimated","Estimated using previous year's AADF on this link","North East","Sunderland","A1290","PA","438500","558350","A1231","A1018","1.50",".93000000000000000","18","38","9275","23","2533","222","30","14","5","8","29","308","12177"
"2009","70048","Estimated","Estimated using previous year's AADF on this link","North East","Middlesbrough","A66","TA","447000","518750","end of DBFO","A19",".70",".43000000000000000","5","239","49639","302","7593","878","325","290","84","302","563","2442","60215"
"2009","70349","Estimated","Estimated from nearby links","North East","Newcastle upon Tyne","A6115","PA","424270","563825","A186/A189","A189/A186/A695",".10",".06000000000000000","54","85","9003","1053","1571","152","21","2","0","2","6","183","11895"
"2009","70350","Estimated","Estimated from nearby links","North East","Newcastle upon Tyne","A695","PA","424150","563500","A189","A189",".20",".12000000000000000","81","70","6985","207","1214","60","45","15","8","3","6","137","8613"
"2009","70351","Counted","Manual count","North East","Newcastle upon Tyne","A695","PA","424300","563530","A189","A189",".50",".31000000000000000","51","99","11450","315","2221","283","62","53","2","7","36","443","14528"
"2009","70352","Estimated","Estimated from nearby links","North East","Newcastle upon Tyne","A695","PA","424300","563750","A186/A696","A695",".20",".12000000000000000","50","99","11450","315","2222","282","61","53","2","7","36","441","14527"
"2009","70353","Estimated","Estimated from nearby links","North East","Newcastle upon Tyne","A167","PM","425160","564060","A167(M)","A167(M)",".20",".12000000000000000","0","223","39505","759","5005","557","74","69","37","80","67","884","46376"
"2009","70354","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A167","PM","424850","565450","B1318","B1318",".20",".12000000000000000","0","334","36172","268","5931","762","118","101","18","31","72","1102","43807"
"2009","70355","Counted","Manual count","North East","North Tyneside","A189","PA","426220","571000","A188","A1056","1.60",".99000000000000000","36","206","24162","89","3437","317","27","35","34","34","29","476","28370"
"2009","70356","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A193","PA","433150","567418","A19(T)","A187",".30",".19000000000000000","41","144","13721","177","3327","433","92","47","14","36","107","729","18098"
"2009","70357","Estimated","Estimated from nearby links","North East","Sunderland","A1","TM","428700","554580","LA Boundary","A195",".20",".12000000000000000","0","69","17029","167","2960","403","116","147","78","167","193","1104","21329"
"2009","70361","Counted","Manual count","North East","Redcar and Cleveland","A174","PA","464150","520490","A1085","A173","2.70","1.68000000000000000","11","71","10000","139","1384","137","17","9","9","27","39","238","11832"
"2009","73327","Estimated","Estimated using previous year's AADF on this link","North East","Darlington","A1","TM","428950","521580","LA Boundary","LA Boundary",".90",".56000000000000000","0","117","29893","207","6289","1482","293","348","302","1411","1563","5399","41905"
"2009","73328","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A1","TM","428553","521150","59/A167","LA Boundary",".30",".19000000000000000","0","117","29893","207","6289","1482","293","348","302","1411","1563","5399","41905"
"2009","73329","Counted","Dependent on a neighbouring counted link","North East","Durham","A167","PA","428538","520955","LA Boundary","A1M",".30",".19000000000000000","44","112","17076","323","3332","576","95","185","62","218","122","1258","22101"
"2009","73330","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A1","TM","428343","520885","LA Boundary","59/A167",".40",".25000000000000000","0","147","30799","177","5757","1529","285","295","419","1856","2024","6408","43288"
"2009","73331","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A6072","PA","423420","525000","LA Boundary","B6282","1.10",".68000000000000000","10","41","8980","57","1583","308","67","56","31","81","95","638","11299"
"2009","73332","Estimated","Estimated using previous year's AADF on this link","North East","Darlington","A68","PA","420742","523659","B6275","LA Boundary",".20",".12000000000000000","5","89","5749","14","985","143","33","24","20","72","79","371","7208"
"2009","73333","Estimated","Estimated using previous year's AADF on this link","North East","Darlington","A67","PA","420500","516070","LA Boundary","B6275","1.60",".99000000000000000","13","48","5844","89","776","118","26","37","21","35","60","297","7054"
"2009","73432","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A66","TA","407000","513770","B6277","LA Boundary","5.70","3.54000000000000000","0","109","10563","122","1796","466","126","156","159","751","1161","2819","15409"
"2009","73433","Counted","Dependent on a neighbouring counted link","North East","Durham","A19","TA","444299","534116","LA Boundary","A179",".40",".25000000000000000","2","291","36183","159","6737","1119","240","181","276","965","1294","4075","47445"
"2009","73434","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A179","PA","444414","534281","A19","LA Boundary",".50",".31000000000000000","3","70","12013","61","1858","230","76","52","23","66","76","523","14525"
"2009","73435","Estimated","Estimated using previous year's AADF on this link","North East","Hartlepool","A1086","PA","448150","536150","King Oswy Rd roundabout","LA Boundary","1.40",".87000000000000000","19","128","8436","186","981","69","12","16","2","5","5","109","9840"
"2009","73436","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A1018","PA","440430","551000","A19","LA Boundary","2.30","1.43000000000000000","0","46","8615","61","1636","201","35","65","29","50","131","511","10869"
"2009","73437","Counted","Dependent on a neighbouring counted link","North East","Durham","A19","TA","440070","550030","A1018","LA Boundary",".80",".50000000000000000","0","182","38748","111","7438","1049","221","176","225","1075","842","3588","50067"
"2009","73438","Counted","Dependent on a neighbouring counted link","North East","Sunderland","A690","PA","433320","547910","LA Boundary","B1284","1.80","1.12000000000000000","15","89","22016","220","3423","343","81","166","76","150","156","972","26720"
"2009","73440","Counted","Manual count","North East","Durham","A183","PA","431500","551800","A1052","LA Boundary","1.70","1.06000000000000000","47","94","12081","136","1763","136","14","22","10","18","12","212","14286"
"2009","73441","Counted","Dependent on a neighbouring counted link","North East","Gateshead","A1","TM","428362","554391","LA Boundary","64/A195",".40",".25000000000000000","0","289","76043","265","12757","1931","480","427","443","1757","1705","6743","96097"
"2009","73442","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A167","PA","427366","553258","LA Boundary","A693","1.30",".81000000000000000","151","82","9280","275","1881","261","43","26","21","55","59","465","11983"
"2009","73517","Estimated","Estimated from nearby links","North East","Gateshead","A1","TM","428482","554571","A1M","LA Boundary",".50",".31000000000000000","0","69","17029","167","2960","403","116","147","78","167","193","1104","21329"
"2009","73518","Estimated","Estimated using previous year's AADF on this link","North East","Gateshead","A194","TM","428370","556365","A194M merge","LA Boundary",".30",".19000000000000000","0","93","13274","37","2741","570","96","130","47","108","673","1624","17769"
"2009","73519","Estimated","Estimated using previous year's AADF on this link","North East","Gateshead","A194","TM","430164","559898","LA Boundary","A195",".40",".25000000000000000","0","243","29859","124","6061","1017","175","301","82","381","566","2522","38809"
"2009","73520","Estimated","Estimated using previous year's AADF on this link","North East","Gateshead","A195","PA","430360","559950","LA Boundary","A194M",".10",".06000000000000000","48","101","8203","258","1394","253","26","39","3","17","26","364","10320"
"2009","73521","Counted","Dependent on a neighbouring counted link","North East","South Tyneside","A194","TM","431109","561289","LA Boundary","A195",".10",".06000000000000000","0","264","28840","76","5094","853","162","229","85","487","391","2207","36481"
"2009","73522","Counted","Manual count","North East","Gateshead","A184","PA","425420","563430","A184 split","A167",".20",".12000000000000000","8","141","17752","78","2742","387","81","60","17","46","69","660","21373"
"2009","73523","Counted","Dependent on a neighbouring counted link","North East","Newcastle upon Tyne","A167","PA","425250","563890","LA Boundary","A167M",".30",".19000000000000000","191","279","49381","948","6256","696","93","86","46","99","85","1105","57969"
"2009","73524","Counted","Dependent on a neighbouring counted link","North East","Newcastle upon Tyne","A189","PA","424355","563325","LA Boundary","A695",".60",".37000000000000000","130","309","33290","852","4423","487","95","66","42","27","31","748","39622"
"2009","73525","Counted","Dependent on a neighbouring counted link","North East","Newcastle upon Tyne","A695","PA","419978","563706","LA Boundary","A69",".20",".12000000000000000","362","294","32729","386","4575","670","176","441","38","105","137","1567","39551"
"2009","73526","Counted","Dependent on a neighbouring counted link","North East","Newcastle upon Tyne","A1","TA","419450","564180","LA Boundary","A6085/A1 merge  (Bell's Close)",".80",".50000000000000000","0","357","56907","131","10455","1232","285","254","198","860","905","3734","71584"
"2009","73620","Estimated","Estimated using previous year's AADF on this link","North East","Stockton-on-Tees","A178","PA","450650","524590","A1185","LA Boundary","1.80","1.12000000000000000","17","33","5817","45","1274","203","124","283","7","37","85","739","7908"
"2009","73621","Estimated","Estimated using previous year's AADF on this link","North East","Stockton-on-Tees","A689","PA","443930","526400","LA Boundary","A19","1.60",".99000000000000000","6","45","14580","58","3059","420","133","218","96","364","488","1719","19461"
"2009","73622","Estimated","Estimated using previous year's AADF on this link","North East","Hartlepool","A19","TA","445300","527270","LA Boundary","A19 split",".60",".37000000000000000","1","154","32795","111","7023","1272","244","194","275","929","1052","3966","44049"
"2009","73623","Estimated","Estimated using previous year's AADF on this link","North East","Stockton-on-Tees","A19","TA","445355","526790","LA Boundary","LA Boundary",".30",".19000000000000000","0","2","1694","17","421","116","50","55","7","19","51","298","2432"
"2009","73624","Estimated","Estimated using previous year's AADF on this link","North East","Hartlepool","A19","TA","445450","526370","LA Boundary","LA Boundary",".60",".37000000000000000","0","2","1694","17","421","116","50","55","7","19","51","298","2432"
"2009","73625","Estimated","Estimated using previous year's AADF on this link","North East","Stockton-on-Tees","A19","TA","445580","526070","A1185","LA Boundary",".10",".06000000000000000","0","2","1694","17","421","116","50","55","7","19","51","298","2432"
"2009","73626","Counted","Dependent on a neighbouring counted link","North East","Stockton-on-Tees","A689","PA","445683","526047","A689 Wolviston Roundabout","LA Boundary",".30",".19000000000000000","1","134","20569","202","3231","561","158","173","37","253","355","1537","25673"
"2009","73627","Estimated","Estimated using previous year's AADF on this link","North East","Hartlepool","A1185","PA","446600","526140","LA Boundary","LA Boundary",".90",".56000000000000000","19","55","2451","2","519","132","188","237","30","196","523","1306","4333"
"2009","73628","Estimated","Estimated using previous year's AADF on this link","North East","Stockton-on-Tees","A1185","PA","445870","525960","A689 Wolviston Roundabout","LA Boundary",".70",".43000000000000000","9","45","9157","143","1122","363","150","243","27","116","797","1696","12163"
"2009","73800","Estimated","Estimated using previous year's AADF on this link","North East","Middlesbrough","A19","TA","446677","514490","LA Boundary","A174","1.20",".75000000000000000","1","87","24285","79","4669","986","189","128","350","1585","1797","5035","34155"
"2009","73801","Counted","Manual count","North East","Middlesbrough","A172","PA","453930","513810","LA Boundary","A1043","2.00","1.24000000000000000","58","55","9760","71","1189","125","64","19","14","58","85","365","11440"
"2009","73802","Counted","Dependent on a neighbouring counted link","North East","Middlesbrough","A1043","PA","454070","514350","A172","LA Boundary","1.00",".62000000000000000","10","95","11132","73","1542","206","69","29","21","62","68","455","13297"
"2009","73803","Estimated","Estimated using previous year's AADF on this link","North East","Redcar and Cleveland","A174","TA","453000","516540","LA Boundary","A171","1.10",".68000000000000000","7","155","21482","52","3081","263","81","61","33","253","439","1130","25900"
"2009","73804","Estimated","Estimated using previous year's AADF on this link","North East","Middlesbrough","A171","PA","452510","518550","LA Boundary","A1085","2.50","1.55000000000000000","75","49","14331","170","1872","150","38","16","6","10","10","230","16652"
"2009","73805","Estimated","Estimated using previous year's AADF on this link","North East","Middlesbrough","A1085","PA","452340","519690","A171","LA Boundary",".90",".56000000000000000","150","59","12073","93","1517","75","17","16","4","6","5","123","13865"
"2009","73806","Estimated","Estimated using previous year's AADF on this link","North East","Middlesbrough","A66","PA","451692","520384","A171","LA Boundary",".30",".19000000000000000","9","174","22137","220","4502","559","205","319","103","719","853","2758","29791"
"2009","73807","Counted","Dependent on a neighbouring counted link","North East","Middlesbrough","A1032","PA","448000","519810","A66","LA Boundary",".30",".19000000000000000","226","167","15517","244","3170","344","105","164","26","65","45","749","19847"
"2009","73808","Counted","Manual count","North East","Middlesbrough","A19","TA","447460","519300","A66","LA Boundary",".60",".37000000000000000","0","330","68461","183","11228","2467","526","572","35","613","2993","7206","87408"
"2009","73809","Estimated","Estimated using previous year's AADF on this link","North East","Middlesbrough","A1130","PA","446960","517305","LA Boundary","A19",".10",".06000000000000000","61","56","9025","33","1022","63","22","13","4","1","2","105","10241"
"2009","73810","Counted","Dependent on a neighbouring counted link","North East","Middlesbrough","A174","PA","446470","515040","LA Boundary","A19",".30",".19000000000000000","1","97","16367","72","2182","232","82","57","24","65","59","519","19237"
"2009","73813","Counted","Dependent on a neighbouring counted link","North East","Newcastle upon Tyne","A187","PA","429485","565635","A186","LA Boundary",".20",".12000000000000000","108","113","8881","108","1792","216","89","100","16","20","45","486","11380"
"2009","73814","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A193","PA","429550","566265","LA Boundary","A186",".80",".50000000000000000","131","104","9868","368","1279","185","13","18","4","1","10","231","11850"
"2009","73815","Counted","Dependent on a neighbouring counted link","North East","North Tyneside","A1058","PA","428730","567120","LA Boundary","A186","1.10",".68000000000000000","2","241","41166","395","4435","346","69","46","22","73","40","596","46833"
"2009","73816","Estimated","Estimated from nearby links","North East","Newcastle upon Tyne","A189","PA","425700","568260","A191","LA Boundary",".40",".25000000000000000","125","128","13449","422","1200","139","17","15","8","2","8","189","15388"
"2009","73817","Counted","Dependent on a neighbouring counted link","North East","Newcastle upon Tyne","A1","TA","423800","571750","A1056 North Brunton","LA Boundary",".80",".50000000000000000","1","259","44694","435","8813","1001","185","375","179","631","873","3244","57445"
"2009","73839","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A19","TA","433050","566140","LA Boundary","A187","1.20",".75000000000000000","0","99","25449","93","5206","845","169","288","87","271","280","1940","32787"
"2009","73840","Counted","Dependent on a neighbouring counted link","North East","Northumberland","A192","PA","431550","574500","LA Boundary","A190","3.30","2.05000000000000000","33","64","10225","80","947","62","11","9","2","3","0","87","11403"
"2009","73841","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A19","TA","428560","572940","A1056","LA Boundary","1.10",".68000000000000000","0","187","24635","77","4421","698","119","127","94","235","277","1550","30870"
"2009","73842","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A190","PA","427180","573500","A189","LA Boundary",".20",".12000000000000000","45","90","7330","137","1272","105","30","98","5","14","32","284","9113"
"2009","73843","Counted","Dependent on a neighbouring counted link","North East","North Tyneside","A189","PA","427140","573545","A190","LA Boundary",".20",".12000000000000000","4","67","12289","59","1535","179","30","26","7","23","44","309","14259"
"2009","73844","Counted","Dependent on a neighbouring counted link","North East","North Tyneside","A1056","PA","424235","571705","LA Boundary","B1318",".10",".06000000000000000","158","166","26385","481","3702","492","94","84","53","154","104","981","31715"
"2009","73956","Estimated","Estimated using previous year's AADF on this link","North East","South Tyneside","A1290","PA","434050","559770","LA Boundary","A19",".40",".25000000000000000","88","105","5038","3","761","104","9","11","6","10","17","157","6064"
"2009","73957","Counted","Dependent on a neighbouring counted link","North East","South Tyneside","A19","TA","434230","559728","LA Boundary","A1290",".30",".19000000000000000","0","389","41597","100","6595","847","140","222","227","531","611","2578","51259"
"2009","73958","Counted","Dependent on a neighbouring counted link","North East","Sunderland","A184","PA","438610","560330","LA Boundary","A1018",".90",".56000000000000000","52","111","8939","88","938","105","11","18","12","6","3","155","10231"
"2009","73959","Estimated","Estimated using previous year's AADF on this link","North East","Sunderland","A1018","PA","439000","560410","A184","LA Boundary",".60",".37000000000000000","49","37","10166","131","1409","201","13","23","7","18","21","283","12026"
"2009","73960","Estimated","Estimated using previous year's AADF on this link","North East","Sunderland","A183","PA","440640","558660","A1018","B1291 Dykelands Rd","2.60","1.62000000000000000","312","117","9104","140","972","52","7","36","6","5","5","111","10444"
"2009","73975","Estimated","Estimated using previous year's AADF on this link","North East","Stockton-on-Tees","A19","TA","443911","508650","LA Boundary","A67",".10",".06000000000000000","3","96","20550","60","4015","856","159","121","309","1495","1755","4695","29416"
"2009","74200","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A19","TA","431400","569370","A1058","A191/A186","2.80","1.74000000000000000","0","285","27723","65","5497","643","164","214","70","230","381","1702","35272"
"2009","74205","Estimated","Estimated using previous year's AADF on this link","North East","Sunderland","A182","PA","434280","549770","A1052","A690",".40",".25000000000000000","11","106","15407","173","2475","225","47","222","9","14","23","540","18701"
"2009","74484","Estimated","Estimated from nearby links","North East","Newcastle upon Tyne","A167","PA","425165","564080","A186","A167M",".20",".12000000000000000","191","56","9876","190","1251","139","19","17","9","20","17","221","11594"
"2009","74491","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A188","PA","427065","568260","LA boundary","A191",".20",".12000000000000000","170","73","16575","197","2222","219","27","16","6","11","16","295","19362"
"2009","74502","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A193","PA","435470","572160","A191","A193 split",".60",".37000000000000000","19","32","2371","238","326","54","7","4","1","0","1","67","3034"
"2009","74503","Counted","Manual count","North East","North Tyneside","A193","PA","435320","572530","A193 split","A193 merge",".40",".25000000000000000","139","24","2816","283","276","25","5","1","1","1","0","33","3432"
"2009","74504","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A193","PA","435190","573050","A193 split","A1148",".60",".37000000000000000","39","66","10042","194","946","47","4","1","3","1","1","57","11305"
"2009","74560","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A193","PA","427360","565000","A187","A188",".30",".19000000000000000","36","76","12502","80","3470","267","33","26","7","6","23","362","16490"
"2009","74562","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A167","PA","421000","566230","A191","A1","1.10",".68000000000000000","50","125","20972","531","3077","258","47","87","18","20","20","450","25155"
"2009","74563","Counted","Manual count","North East","Newcastle upon Tyne","A167","PA","421600","566130","A191","A167 Ponteland Road",".80",".50000000000000000","31","75","21823","455","2765","207","59","69","15","29","22","401","25519"
"2009","74631","Counted","Manual count","North East","Sunderland","A690","PA","438500","555510","B1405","A690 merge",".30",".19000000000000000","74","70","14712","645","1455","123","16","23","10","7","13","192","17074"
"2009","74632","Estimated","Estimated from nearby links","North East","Sunderland","A690","PA","438485","555585","B1405","A690 merge",".20",".12000000000000000","74","70","14712","645","1455","123","16","23","10","7","13","192","17074"
"2009","74633","Estimated","Estimated using previous year's AADF on this link","North East","Sunderland","A690","PA","438710","556250","A690 Silksworth Lane","A183","1.10",".68000000000000000","24","27","9077","571","1360","157","55","96","5","21","23","357","11392"
"2009","74634","Counted","Manual count","North East","Sunderland","A183","PA","438800","556630","A183 Western Hill","A183 The Royalty",".20",".12000000000000000","42","16","6294","367","621","102","3","3","2","4","4","118","7416"
"2009","74635","Estimated","Estimated from nearby links","North East","Sunderland","A183","PA","438860","556585","A690","A183 Chester Road",".20",".12000000000000000","28","25","5037","317","567","42","7","15","2","0","1","67","6013"
"2009","74636","Estimated","Estimated using previous year's AADF on this link","North East","Sunderland","A183","PA","438750","556530","A690","A183 Chester Road",".20",".12000000000000000","28","25","5037","317","567","42","7","15","2","0","1","67","6013"
"2009","74641","Counted","Manual count","North East","Middlesbrough","A1130","PA","447150","517300","A19","A1130 split",".20",".12000000000000000","127","153","23257","221","2395","156","38","22","2","4","3","225","26251"
"2009","74678","Estimated","Estimated from nearby links","North East","Stockton-on-Tees","A1046","PA","446940","520570","A19","A1032",".10",".06000000000000000","60","93","11067","61","2368","374","226","135","16","47","31","829","14418"
"2009","74679","Estimated","Estimated using previous year's AADF on this link","North East","Stockton-on-Tees","A19","TA","445350","521910","A19","A139",".60",".37000000000000000","31","47","7526","35","1240","88","31","11","6","34","30","200","9048"
"2009","74680","Estimated","Estimated using previous year's AADF on this link","North East","Stockton-on-Tees","A19","TA","445160","521800","A19","A139",".40",".25000000000000000","1","50","6455","32","890","77","23","10","7","28","32","177","7604"
"2009","74681","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A193","PA","430850","566480","A193","A187",".30",".19000000000000000","30","49","5178","24","800","153","15","21","4","3","13","209","6260"
"2009","74682","Counted","Manual count","North East","North Tyneside","A193","PA","430300","566470","A186","A193 Wagonway",".90",".56000000000000000","130","44","6767","426","1201","98","18","21","3","4","3","147","8585"
"2009","74683","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A187","PA","430500","566290","A186","A193",".90",".56000000000000000","125","184","9284","36","2562","312","92","112","13","16","50","595","12661"
"2009","74684","Estimated","Estimated using previous year's AADF on this link","North East","North Tyneside","A187","PA","433120","566320","A19","A187 split",".20",".12000000000000000","3","78","6754","40","2243","346","108","316","30","39","150","989","10104"
"2009","74685","Estimated","Estimated from nearby links","North East","North Tyneside","A1056","PA","428800","572470","A19","B1322",".10",".06000000000000000","20","94","11545","52","1611","198","37","59","10","19","67","390","13692"
"2009","74695","Counted","Manual count","North East","Stockton-on-Tees","A1130","PA","445010","518150","A66 roundabout (north)","Railway Terrace",".30",".19000000000000000","86","44","4626","249","727","37","6","6","5","0","3","57","5703"
"2009","74697","Estimated","Estimated using previous year's AADF on this link","North East","Stockton-on-Tees","A1130","PA","445500","518170","Westbury Street Roundabout","B6541 Middlesborough Road Roundabout",".20",".12000000000000000","100","126","16483","279","3037","227","72","35","16","13","41","404","20329"
"2009","74699","Estimated","Estimated from nearby links","North East","Stockton-on-Tees","A66","TA","445800","518130","A1130","A66 main carriageway",".30",".19000000000000000","1","24","4964","30","759","88","32","29","8","30","56","243","6020"
"2009","74700","Estimated","Estimated using previous year's AADF on this link","North East","Stockton-on-Tees","A1130","PA","445610","518140","B6541 Middlesborough Road Roundabout","A66 slip",".20",".12000000000000000","50","70","12895","46","2554","215","67","49","3","20","11","365","15930"
"2009","74745","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A186","PA","424900","563900","A186 Neville Street","A186 St Nicholas Square",".30",".19000000000000000","18","58","8414","338","1756","184","15","11","0","2","6","218","10784"
"2009","74746","Estimated","Estimated from nearby links","North East","Newcastle upon Tyne","A186","PA","424880","564000","A186 Neville Street","A186 St Nicholas Square",".10",".06000000000000000","18","58","8414","338","1756","184","15","11","0","2","6","218","10784"
"2009","74747","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A189","PA","424260","564150","A186 Westgate Rd","A189 Bath Lane",".20",".12000000000000000","103","267","16982","202","2588","235","30","19","15","9","4","312","20351"
"2009","74748","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A1","TA","419600","564230","A1 merge","A6085","1.00",".62000000000000000","2","107","19704","55","3196","464","122","243","22","65","111","1027","24089"
"2009","74749","Estimated","Estimated using previous year's AADF on this link","North East","Newcastle upon Tyne","A167","PM","425350","565380","A167M","A1058",".20",".12000000000000000","0","269","46028","197","5752","546","126","72","36","65","119","964","53210"
"2009","75014","Estimated","Estimated from nearby links","North East","Gateshead","A1231","PA","428050","556650","B1288","A1/A1(M) mid-junc",".40",".25000000000000000","23","380","34292","111","6254","1368","183","187","149","542","503","2932","43969"
"2009","75015","Counted","Manual count","North East","Gateshead","A184","PA","429950","561420","A195 Kirkwood Gdns","A195 westbound spur",".40",".25000000000000000","25","310","32395","368","4042","777","96","170","45","134","152","1374","38489"
"2009","75016","Counted","Manual count","North East","Gateshead","A184","PA","430350","561440","A195 westbound spur","A195 Sunderland Rd",".50",".31000000000000000","18","266","30733","228","4480","761","88","76","62","135","209","1331","37038"
"2009","75017","Estimated","Estimated from nearby links","North East","Gateshead","A195","PA","430000","561380","A195 Lingey Lane","A184",".30",".19000000000000000","4","58","6313","60","852","154","18","25","11","27","36","271","7554"
"2009","75018","Estimated","Estimated from nearby links","North East","Gateshead","A195","PA","429800","561450","A195 Lingey Lane","A184",".30",".19000000000000000","5","30","3354","52","469","105","14","16","7","21","16","179","4084"
"2009","75019","Estimated","Estimated using previous year's AADF on this link","North East","Gateshead","A195","PA","430200","561470","A195 Lingey Lane","A184",".80",".50000000000000000","20","30","3417","79","643","43","13","15","0","0","3","74","4243"
"2009","75020","Counted","Manual count","North East","Gateshead","A184","PA","424360","562400","A1114 mid-junction","A189","1.10",".68000000000000000","9","365","40035","453","5505","622","126","126","42","124","80","1120","47478"
"2009","75021","Counted","Manual count","North East","Gateshead","A184","PA","423760","561850","A1114","A1114 mid-junction",".40",".25000000000000000","0","287","36832","215","5025","559","87","71","55","102","138","1012","43371"
"2009","75022","Estimated","Estimated using previous year's AADF on this link","North East","Gateshead","A1114","PA","423800","561930","A1114 southbound spur","A184 mid-junction",".40",".25000000000000000","43","57","9140","573","1327","132","22","10","4","11","29","208","11305"
"2009","75025","Estimated","Estimated from nearby links","North East","Gateshead","A1","TA","419950","562800","mid-junction","A69/A694",".20",".12000000000000000","0","72","11381","26","2091","246","57","51","40","172","181","747","14317"
"2009","75300","Counted","Manual count","North East","South Tyneside","A19","TA","433890","560400","A184","A1290","1.20",".75000000000000000","6","390","44154","155","6904","1140","140","202","149","832","453","2916","54519"
"2009","76066","Estimated","Estimated from nearby links","North East","North Tyneside","A1","TA","423290","574350","A19 slips","A19 mid-junction",".40",".25000000000000000","1","142","24581","239","4847","550","102","206","99","347","481","1785","31594"
"2009","76095","Estimated","Estimated from nearby links","North East","Northumberland","A1","TA","418150","588550","A1 main route","A697",".50",".31000000000000000","0","73","3166","19","580","96","25","12","8","38","67","246","4084"
"2009","77093","Estimated","Estimated using previous year's AADF on this link","North East","Sunderland","A1231","PA","439680","556290","Stockton Rd","Burdon Rd",".20",".12000000000000000","32","31","8531","362","1346","197","29","11","1","3","21","262","10532"
"2009","77094","Estimated","Estimated using previous year's AADF on this link","North East","Sunderland","A1018","PA","440460","556800","B1294","A1231",".70",".43000000000000000","41","49","8089","74","2496","329","41","23","7","13","30","443","11151"
"2009","77095","Estimated","Estimated using previous year's AADF on this link","North East","Sunderland","A1018","PA","440780","555500","A1231 White House Rd","A1018 urban boundary","2.00","1.24000000000000000","36","56","8214","55","1636","191","25","27","4","23","34","304","10265"
"2009","77535","Estimated","Estimated from nearby links","North East","Durham","A693","PA","418500","552300","Shieldrow Lane","B6313",".70",".43000000000000000","25","97","15253","206","2418","267","62","25","23","53","98","528","18502"
"2009","77536","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A693","PA","425000","553450","C-road East Stanley","Ouston Lane, Pelton","4.70","2.92000000000000000","16","60","15176","72","2909","365","65","57","37","129","97","750","18967"
"2009","77537","Estimated","Estimated using previous year's AADF on this link","North East","Durham","A6076","PA","420090","555000","road to Stanelaw Way, Stanley","LA Boundary","2.40","1.49000000000000000","14","54","6783","80","1095","153","18","8","2","4","18","203","8215"
"2009","77538","Estimated","Estimated using previous year's AADF on this link","North East","Northumberland","A196","PA","423000","585480","Coopies Way, Morpeth","West Avenue, Ashington","3.70","2.30000000000000000","76","67","6922","101","889","125","40","21","17","5","8","216","8195"
"2009","77539","Estimated","Estimated from nearby links","North East","Northumberland","A1147","PA","427000","585590","Dereham Terrace","A196",".30",".19000000000000000","55","74","7155","297","1251","95","11","4","10","6","18","144","8921"
"2009","77540","Estimated","Estimated from nearby links","North East","Northumberland","A1068","PA","425440","585500","A196","road to Hillcrest Avenue",".90",".56000000000000000","5","18","4139","6","487","60","18","4","3","1","0","86","4736"
